Position,Date,Time,Ch1_Value,Ch1_Unit,extechtemp-B,Ch2_unit,extechco2-B,Ch3_unit,DateTime
701,13-11-15,07:20:58,55.6,       %RH,24.6,  DEGREE C,483,       PPM,2020-11-13T07:20:58
702,13-11-15,07:25:58,55.5,       %RH,24.6,  DEGREE C,472,       PPM,2020-11-13T07:25:58
703,13-11-15,07:30:58,55.5,       %RH,24.6,  DEGREE C,457,       PPM,2020-11-13T07:30:58
704,13-11-15,07:35:58,55.6,       %RH,24.6,  DEGREE C,461,       PPM,2020-11-13T07:35:58
705,13-11-15,07:40:58,55.6,       %RH,24.6,  DEGREE C,474,       PPM,2020-11-13T07:40:58
706,13-11-15,07:45:58,55.6,       %RH,24.6,  DEGREE C,464,       PPM,2020-11-13T07:45:58
707,13-11-15,07:50:58,55.5,       %RH,24.6,  DEGREE C,456,       PPM,2020-11-13T07:50:58
708,13-11-15,07:55:58,55.6,       %RH,24.6,  DEGREE C,466,       PPM,2020-11-13T07:55:58
709,13-11-15,08:00:58,55.5,       %RH,24.6,  DEGREE C,468,       PPM,2020-11-13T08:00:58
710,13-11-15,08:05:58,55.4,       %RH,24.6,  DEGREE C,470,       PPM,2020-11-13T08:05:58
711,13-11-15,08:10:58,55.5,       %RH,24.6,  DEGREE C,488,       PPM,2020-11-13T08:10:58
712,13-11-15,08:15:58,55.6,       %RH,24.6,  DEGREE C,469,       PPM,2020-11-13T08:15:58
713,13-11-15,08:20:58,55.5,       %RH,24.6,  DEGREE C,488,       PPM,2020-11-13T08:20:58
714,13-11-15,08:25:58,55.4,       %RH,24.7,  DEGREE C,473,       PPM,2020-11-13T08:25:58
715,13-11-15,08:30:58,55.3,       %RH,24.7,  DEGREE C,471,       PPM,2020-11-13T08:30:58
716,13-11-15,08:35:58,55.4,       %RH,24.7,  DEGREE C,492,       PPM,2020-11-13T08:35:58
