datetime, co2-ccs811, co2-mhz, temp-bme280, temp-mhz 
2020-11-09T15:46:34,436,404,36,28.8,28.0
2020-11-09T15:46:44,414,402,36,28.8,28.0
2020-11-09T15:46:54,406,404,36,28.8,28.0
2020-11-09T15:47:04,1491,402,39,28.4,27.0
2020-11-09T15:47:14,594,403,37,28.5,27.0
2020-11-09T15:47:24,487,402,37,28.5,27.0
2020-11-09T15:47:34,465,400,37,28.5,27.0
2020-11-09T15:47:44,470,413,37,28.5,27.0
2020-11-09T15:47:54,424,430,37,28.5,27.0
2020-11-09T15:48:04,483,440,37,28.6,27.0
2020-11-09T15:48:14,447,461,37,28.6,27.0
2020-11-09T15:48:24,400,465,36,28.6,27.0
2020-11-09T15:48:34,405,469,36,28.6,27.0
2020-11-09T15:48:44,400,473,36,28.7,27.0
2020-11-09T15:48:54,410,477,36,28.7,27.0
2020-11-09T15:49:04,417,479,36,28.7,27.0
2020-11-09T15:49:14,426,479,36,28.7,27.0
2020-11-09T15:49:24,405,480,36,28.8,28.0
2020-11-09T15:49:34,405,482,36,28.8,28.0
2020-11-09T15:49:44,400,482,36,28.8,27.0
2020-11-09T15:49:54,424,482,36,28.8,27.0
2020-11-09T15:50:04,420,482,36,28.8,28.0
2020-11-09T15:50:14,420,481,36,28.8,27.0
2020-11-09T15:50:24,411,483,36,28.8,27.0
2020-11-09T15:50:34,400,487,36,28.8,28.0
2020-11-09T15:50:44,400,485,36,28.8,28.0
2020-11-09T15:50:54,423,484,36,28.9,27.0
2020-11-09T15:51:04,408,482,36,28.9,27.0
2020-11-09T15:51:14,400,479,35,28.9,27.0
2020-11-09T15:51:24,400,479,35,28.9,27.0
2020-11-09T15:51:34,400,479,35,28.9,27.0
2020-11-09T15:51:44,408,480,35,28.9,27.0
2020-11-09T15:51:54,400,479,35,28.9,27.0
2020-11-09T15:52:04,428,479,35,28.9,27.0
2020-11-09T15:52:14,400,478,35,28.9,27.0
2020-11-09T15:52:24,403,478,35,28.9,27.0
2020-11-09T15:52:34,417,472,35,28.9,27.0
2020-11-09T15:52:44,448,460,35,28.9,27.0
2020-11-09T15:52:54,460,443,35,28.9,27.0
2020-11-09T15:53:04,464,433,35,28.9,27.0
2020-11-09T15:53:14,460,425,35,28.9,27.0
2020-11-09T15:53:24,460,416,35,28.9,27.0
2020-11-09T15:53:34,424,409,35,28.9,27.0
2020-11-09T15:53:44,400,407,35,28.9,27.0
2020-11-09T15:53:54,406,402,35,28.9,27.0
2020-11-09T15:54:04,414,400,35,28.9,27.0
2020-11-09T15:54:14,410,401,35,28.9,27.0
2020-11-09T15:54:24,406,402,35,28.9,27.0
2020-11-09T15:54:34,414,400,35,28.9,27.0
2020-11-09T15:54:44,448,400,35,28.9,27.0
2020-11-09T15:54:54,436,401,35,28.9,27.0
2020-11-09T15:55:04,441,401,35,28.9,27.0
2020-11-09T15:55:14,445,404,35,28.9,27.0
2020-11-09T15:55:24,464,400,35,28.9,27.0
2020-11-09T15:55:34,473,404,35,28.9,27.0
2020-11-09T15:55:44,460,404,35,28.9,27.0
2020-11-09T15:55:54,460,404,35,28.9,27.0
2020-11-09T15:56:04,456,401,35,28.9,27.0
2020-11-09T15:56:14,464,402,35,28.9,27.0
2020-11-09T15:56:24,473,402,35,28.9,27.0
2020-11-09T15:56:34,442,401,35,28.9,27.0
2020-11-09T15:56:44,451,401,35,28.9,27.0
2020-11-09T15:56:54,464,401,35,28.9,27.0
2020-11-09T15:57:04,452,402,35,28.9,27.0
2020-11-09T15:57:14,456,402,35,28.9,27.0
2020-11-09T15:57:24,460,404,35,28.9,27.0
2020-11-09T15:57:34,475,404,35,28.9,27.0
2020-11-09T15:57:44,496,404,35,28.9,27.0
2020-11-09T15:57:54,505,404,35,28.9,27.0
2020-11-09T15:58:04,508,402,35,28.9,27.0
2020-11-09T15:58:14,523,404,35,28.9,27.0
2020-11-09T15:58:24,496,401,35,28.9,27.0
2020-11-09T15:58:34,501,403,35,28.9,27.0
2020-11-09T15:58:44,478,402,35,28.9,27.0
2020-11-09T15:58:54,487,400,35,28.9,27.0
2020-11-09T15:59:04,451,404,35,28.9,27.0
2020-11-09T15:59:14,432,404,35,28.9,27.0
2020-11-09T15:59:24,448,401,35,28.9,27.0
2020-11-09T15:59:34,451,400,35,28.9,27.0
2020-11-09T15:59:44,427,400,35,28.9,27.0
2020-11-09T15:59:54,427,400,35,28.9,27.0
2020-11-09T16:00:04,420,400,35,28.9,27.0
2020-11-09T16:00:14,420,403,35,28.9,27.0
2020-11-09T16:00:24,448,401,35,28.9,27.0
2020-11-09T16:00:34,460,400,35,28.9,27.0
2020-11-09T16:00:44,424,403,35,28.9,27.0
2020-11-09T16:00:54,436,402,35,28.9,27.0
2020-11-09T16:01:04,456,400,35,28.9,27.0
2020-11-09T16:01:14,460,404,35,28.9,27.0
2020-11-09T16:01:24,448,401,35,28.8,27.0
2020-11-09T16:01:34,460,401,35,28.8,27.0
2020-11-09T16:01:44,464,400,35,28.8,27.0
2020-11-09T16:01:54,451,402,35,28.8,27.0
2020-11-09T16:02:04,448,402,35,28.8,27.0
2020-11-09T16:02:14,445,400,35,28.8,27.0
2020-11-09T16:02:24,451,400,35,28.8,27.0
2020-11-09T16:02:34,456,402,35,28.8,27.0
2020-11-09T16:02:44,448,402,35,28.8,27.0
2020-11-09T16:02:54,448,402,35,28.8,27.0
2020-11-09T16:03:04,456,400,35,28.8,27.0
2020-11-09T16:03:14,456,402,35,28.8,27.0
2020-11-09T16:03:24,460,401,35,28.8,27.0
2020-11-09T16:03:34,448,400,35,28.9,27.0
2020-11-09T16:03:44,400,403,35,28.9,27.0
2020-11-09T16:03:54,420,402,35,28.9,27.0
2020-11-09T16:04:04,403,401,35,28.9,27.0
2020-11-09T16:04:14,402,404,35,28.9,27.0
2020-11-09T16:04:24,400,402,35,28.9,27.0
2020-11-09T16:04:34,414,403,35,28.9,27.0
2020-11-09T16:04:44,424,400,35,28.9,27.0
2020-11-09T16:04:54,421,404,35,28.9,27.0
2020-11-09T16:05:04,448,400,35,28.9,27.0
2020-11-09T16:05:14,451,402,35,28.9,27.0
2020-11-09T16:05:24,435,401,35,28.9,27.0
2020-11-09T16:05:34,428,404,35,28.9,27.0
2020-11-09T16:05:44,444,401,35,28.9,27.0
2020-11-09T16:05:54,424,404,35,28.9,27.0
2020-11-09T16:06:04,424,402,35,28.9,27.0
2020-11-09T16:06:14,439,404,35,28.8,27.0
2020-11-09T16:06:24,444,404,35,28.8,27.0
2020-11-09T16:06:34,456,402,35,28.8,27.0
2020-11-09T16:06:44,421,402,35,28.7,27.0
2020-11-09T16:06:54,444,401,35,28.7,27.0
2020-11-09T16:07:04,459,403,35,28.7,27.0
2020-11-09T16:07:14,459,404,35,28.7,27.0
2020-11-09T16:07:24,464,401,35,28.7,27.0
2020-11-09T16:07:34,455,404,35,28.7,27.0
2020-11-09T16:07:44,420,402,35,28.6,27.0
2020-11-09T16:07:54,408,402,35,28.6,27.0
2020-11-09T16:08:04,400,401,35,28.6,27.0
2020-11-09T16:08:14,400,401,35,28.6,27.0
2020-11-09T16:08:24,417,403,35,28.6,27.0
2020-11-09T16:08:34,405,400,35,28.6,27.0
2020-11-09T16:08:44,413,400,35,28.6,27.0
2020-11-09T16:08:54,421,404,35,28.6,27.0
2020-11-09T16:09:04,408,404,35,28.6,27.0
2020-11-09T16:09:14,408,404,35,28.6,27.0
2020-11-09T16:09:24,413,401,35,28.6,27.0
2020-11-09T16:09:34,408,402,35,28.6,27.0
2020-11-09T16:09:44,413,401,35,28.7,27.0
2020-11-09T16:09:54,421,400,35,28.7,27.0
2020-11-09T16:10:04,417,400,35,28.7,27.0
2020-11-09T16:10:14,425,402,35,28.7,27.0
2020-11-09T16:10:24,421,402,35,28.7,27.0
2020-11-09T16:10:34,448,404,35,28.7,27.0
2020-11-09T16:10:44,463,402,35,28.7,27.0
2020-11-09T16:10:54,452,402,35,28.7,27.0
2020-11-09T16:11:04,448,400,35,28.7,27.0
2020-11-09T16:11:14,442,403,35,28.8,27.0
2020-11-09T16:11:24,433,404,35,28.8,27.0
2020-11-09T16:11:34,454,400,35,28.8,27.0
2020-11-09T16:11:44,454,400,35,28.8,27.0
2020-11-09T16:11:54,461,400,35,28.8,27.0
2020-11-09T16:12:04,428,403,34,28.8,27.0
2020-11-09T16:12:14,415,401,34,28.8,27.0
2020-11-09T16:12:24,433,403,35,28.8,27.0
2020-11-09T16:12:34,438,400,35,28.8,27.0
2020-11-09T16:12:44,446,400,35,28.8,27.0
2020-11-09T16:12:54,422,401,34,28.8,27.0
2020-11-09T16:13:04,433,401,35,28.8,27.0
2020-11-09T16:13:14,417,402,35,28.8,27.0
2020-11-09T16:13:24,422,400,35,28.8,27.0
2020-11-09T16:13:34,417,401,35,28.7,27.0
2020-11-09T16:13:44,456,401,35,28.7,27.0
2020-11-09T16:13:54,442,400,35,28.7,27.0
2020-11-09T16:14:04,439,403,35,28.7,27.0
2020-11-09T16:14:14,448,400,35,28.7,27.0
2020-11-09T16:14:24,473,403,35,28.7,27.0
2020-11-09T16:14:34,477,404,35,28.7,27.0
2020-11-09T16:14:44,527,402,35,28.7,27.0
2020-11-09T16:14:54,481,400,35,28.7,27.0
2020-11-09T16:15:04,477,402,35,28.7,27.0
2020-11-09T16:15:14,465,404,35,28.7,27.0
2020-11-09T16:15:24,482,404,35,28.8,27.0
2020-11-09T16:15:34,445,403,35,28.8,27.0
2020-11-09T16:15:44,433,400,35,28.7,27.0
2020-11-09T16:15:54,477,404,35,28.7,27.0
2020-11-09T16:16:04,475,403,35,28.7,27.0
2020-11-09T16:16:14,473,404,35,28.7,27.0
2020-11-09T16:16:24,488,402,35,28.7,27.0
2020-11-09T16:16:34,466,401,35,28.7,27.0
2020-11-09T16:16:44,482,402,35,28.7,27.0
2020-11-09T16:16:54,473,404,35,28.8,27.0
2020-11-09T16:17:04,438,402,35,28.8,27.0
2020-11-09T16:17:14,406,400,34,28.8,27.0
2020-11-09T16:17:24,433,400,35,28.8,27.0
2020-11-09T16:17:34,417,403,34,28.8,27.0
2020-11-09T16:17:44,425,402,35,28.7,27.0
2020-11-09T16:17:54,448,403,35,28.7,27.0
2020-11-09T16:18:04,427,400,35,28.7,27.0
2020-11-09T16:18:14,448,404,35,28.7,27.0
2020-11-09T16:18:24,448,402,35,28.7,27.0
2020-11-09T16:18:34,432,404,35,28.7,27.0
2020-11-09T16:18:44,417,400,35,28.7,27.0
2020-11-09T16:18:54,427,402,35,28.7,27.0
2020-11-09T16:19:04,427,402,35,28.7,27.0
2020-11-09T16:19:14,442,400,35,28.7,27.0
2020-11-09T16:19:24,427,401,35,28.7,27.0
2020-11-09T16:19:34,424,400,35,28.7,27.0
2020-11-09T16:19:44,424,402,35,28.7,27.0
2020-11-09T16:19:54,439,401,35,28.7,27.0
2020-11-09T16:20:04,442,400,35,28.7,27.0
2020-11-09T16:20:14,448,404,35,28.7,27.0
2020-11-09T16:20:24,442,403,35,28.7,27.0
2020-11-09T16:20:34,451,404,35,28.7,27.0
2020-11-09T16:20:44,442,402,35,28.7,27.0
2020-11-09T16:20:54,434,402,35,28.7,27.0
2020-11-09T16:21:04,448,404,35,28.7,27.0
2020-11-09T16:21:14,427,400,35,28.8,27.0
2020-11-09T16:21:24,400,400,34,28.8,27.0
2020-11-09T16:21:34,413,400,34,28.8,27.0
2020-11-09T16:21:44,427,400,35,28.8,27.0
2020-11-09T16:21:54,436,400,34,28.8,27.0
2020-11-09T16:22:04,416,404,34,28.8,27.0
2020-11-09T16:22:14,421,402,34,28.8,27.0
2020-11-09T16:22:24,439,402,34,28.8,27.0
2020-11-09T16:22:34,416,402,34,28.8,27.0
2020-11-09T16:22:44,425,402,34,28.8,27.0
2020-11-09T16:22:54,421,404,34,28.8,27.0
2020-11-09T16:23:04,421,402,34,28.8,27.0
2020-11-09T16:23:14,421,402,34,28.8,27.0
2020-11-09T16:23:24,427,402,34,28.8,27.0
2020-11-09T16:23:34,447,401,35,28.8,27.0
2020-11-09T16:23:44,439,401,35,28.8,27.0
2020-11-09T16:23:54,439,403,34,28.8,27.0
2020-11-09T16:24:04,444,404,34,28.8,27.0
2020-11-09T16:24:14,447,400,34,28.8,27.0
2020-11-09T16:24:24,491,401,35,28.8,27.0
2020-11-09T16:24:34,476,403,35,28.8,27.0
2020-11-09T16:24:44,485,400,35,28.8,27.0
2020-11-09T16:24:54,495,404,35,28.8,27.0
2020-11-09T16:25:04,518,400,35,28.8,27.0
2020-11-09T16:25:14,518,400,35,28.8,27.0
2020-11-09T16:25:24,505,400,35,28.8,27.0
2020-11-09T16:25:34,527,402,35,28.8,27.0
2020-11-09T16:25:44,530,400,35,28.8,27.0
2020-11-09T16:25:54,530,403,35,28.8,27.0
2020-11-09T16:26:04,536,400,35,28.8,27.0
2020-11-09T16:26:14,527,404,35,28.8,27.0
2020-11-09T16:26:24,551,402,35,28.8,27.0
2020-11-09T16:26:34,561,400,35,28.8,27.0
2020-11-09T16:26:44,527,402,35,28.8,27.0
2020-11-09T16:26:54,530,403,35,28.8,27.0
2020-11-09T16:27:04,551,403,35,28.8,27.0
2020-11-09T16:27:14,533,400,35,28.8,27.0
2020-11-09T16:27:24,551,402,35,28.8,27.0
2020-11-09T16:27:34,536,403,35,28.8,27.0
2020-11-09T16:27:44,505,403,34,28.8,27.0
2020-11-09T16:27:54,536,401,34,28.8,27.0
2020-11-09T16:28:04,536,403,34,28.8,27.0
2020-11-09T16:28:14,551,402,35,28.8,27.0
2020-11-09T16:28:24,551,404,34,28.8,27.0
2020-11-09T16:28:34,508,403,34,28.8,27.0
2020-11-09T16:28:44,551,403,35,28.8,27.0
2020-11-09T16:28:54,518,401,34,28.8,27.0
2020-11-09T16:29:04,527,402,34,28.8,27.0
2020-11-09T16:29:14,553,400,35,28.8,27.0
2020-11-09T16:29:24,527,400,34,28.8,27.0
2020-11-09T16:29:34,508,400,34,28.8,27.0
2020-11-09T16:29:44,518,401,34,28.9,27.0
2020-11-09T16:29:54,527,404,34,28.9,27.0
2020-11-09T16:30:04,527,404,34,28.9,27.0
2020-11-09T16:30:14,527,400,34,28.8,27.0
2020-11-09T16:30:24,505,400,34,28.9,27.0
2020-11-09T16:30:34,498,402,34,28.9,27.0
2020-11-09T16:30:44,508,400,34,28.9,27.0
2020-11-09T16:30:54,502,402,34,28.9,27.0
2020-11-09T16:31:04,502,401,34,28.9,27.0
2020-11-09T16:31:14,536,401,34,28.8,27.0
2020-11-09T16:31:24,495,404,34,28.8,27.0
2020-11-09T16:31:34,498,401,34,28.8,27.0
2020-11-09T16:31:44,493,401,34,28.8,27.0
2020-11-09T16:31:54,477,403,34,28.8,27.0
2020-11-09T16:32:04,455,404,34,28.8,27.0
2020-11-09T16:32:14,451,401,34,28.8,27.0
2020-11-09T16:32:24,436,400,34,28.8,27.0
2020-11-09T16:32:34,415,400,34,28.9,27.0
2020-11-09T16:32:44,406,402,34,28.9,27.0
2020-11-09T16:32:54,423,401,34,28.8,27.0
2020-11-09T16:33:04,444,403,34,28.8,27.0
2020-11-09T16:33:14,455,400,34,28.8,27.0
2020-11-09T16:33:24,444,400,34,28.8,27.0
2020-11-09T16:33:34,455,400,34,28.8,27.0
2020-11-09T16:33:44,444,401,34,28.8,27.0
2020-11-09T16:33:54,420,402,34,28.8,27.0
2020-11-09T16:34:04,415,404,34,28.7,27.0
2020-11-09T16:34:14,428,402,34,28.7,27.0
2020-11-09T16:34:24,422,404,34,28.7,27.0
2020-11-09T16:34:34,417,403,34,28.7,27.0
2020-11-09T16:34:44,403,403,34,28.7,27.0
2020-11-09T16:34:54,422,403,34,28.7,27.0
2020-11-09T16:35:04,454,403,34,28.7,27.0
2020-11-09T16:35:14,417,403,34,28.7,27.0
2020-11-09T16:35:24,410,400,34,28.7,27.0
2020-11-09T16:35:34,400,403,34,28.7,27.0
2020-11-09T16:35:44,409,402,34,28.8,27.0
2020-11-09T16:35:54,422,400,34,28.8,27.0
2020-11-09T16:36:04,428,402,34,28.8,27.0
2020-11-09T16:36:14,422,402,34,28.8,27.0
2020-11-09T16:36:24,413,401,34,28.8,27.0
2020-11-09T16:36:34,405,402,34,28.8,27.0
2020-11-09T16:36:44,403,400,34,28.8,27.0
2020-11-09T16:36:54,406,401,34,28.8,27.0
2020-11-09T16:37:04,425,400,34,28.8,27.0
2020-11-09T16:37:14,413,400,34,28.8,27.0
2020-11-09T16:37:24,408,403,34,28.8,27.0
2020-11-09T16:37:34,435,401,34,28.8,27.0
2020-11-09T16:37:44,421,400,34,28.8,27.0
2020-11-09T16:37:54,425,400,34,28.8,27.0
2020-11-09T16:38:04,417,400,34,28.8,27.0
2020-11-09T16:38:14,408,400,34,28.7,27.0
2020-11-09T16:38:24,460,402,34,28.7,27.0
2020-11-09T16:38:34,472,400,34,28.8,27.0
2020-11-09T16:38:44,459,400,34,28.7,27.0
2020-11-09T16:38:54,485,400,34,28.7,27.0
2020-11-09T16:39:04,480,401,34,28.7,27.0
2020-11-09T16:39:14,477,404,34,28.7,27.0
2020-11-09T16:39:24,455,402,34,28.7,27.0
2020-11-09T16:39:34,455,402,34,28.7,27.0
2020-11-09T16:39:44,442,404,34,28.7,27.0
2020-11-09T16:39:54,442,403,34,28.7,27.0
2020-11-09T16:40:04,460,402,34,28.8,27.0
2020-11-09T16:40:14,425,400,34,28.7,27.0
2020-11-09T16:40:24,451,400,34,28.8,27.0
2020-11-09T16:40:34,421,402,34,28.8,27.0
2020-11-09T16:40:44,417,402,34,28.8,27.0
2020-11-09T16:40:54,425,404,34,28.8,27.0
2020-11-09T16:41:04,417,401,34,28.8,27.0
2020-11-09T16:41:14,425,402,34,28.8,27.0
2020-11-09T16:41:24,427,403,34,28.8,27.0
2020-11-09T16:41:34,459,401,34,28.8,27.0
2020-11-09T16:41:44,454,402,34,28.8,27.0
2020-11-09T16:41:54,448,402,34,28.7,27.0
2020-11-09T16:42:04,500,401,34,28.7,27.0
2020-11-09T16:42:14,496,404,34,28.7,27.0
2020-11-09T16:42:24,519,401,34,28.7,27.0
2020-11-09T16:42:34,519,401,34,28.7,27.0
2020-11-09T16:42:44,482,402,34,28.7,27.0
2020-11-09T16:42:54,480,400,34,28.7,27.0
2020-11-09T16:43:04,496,401,34,28.7,27.0
2020-11-09T16:43:14,472,404,34,28.7,27.0
2020-11-09T16:43:24,496,404,34,28.7,27.0
2020-11-09T16:43:34,491,404,34,28.7,27.0
2020-11-09T16:43:44,472,400,34,28.7,27.0
2020-11-09T16:43:54,472,403,34,28.7,27.0
2020-11-09T16:44:04,496,401,34,28.7,27.0
2020-11-09T16:44:14,519,400,34,28.8,27.0
2020-11-09T16:44:24,478,400,34,28.7,27.0
2020-11-09T16:44:34,487,402,34,28.7,27.0
2020-11-09T16:44:44,480,400,34,28.7,27.0
2020-11-09T16:44:54,496,403,34,28.7,27.0
2020-11-09T16:45:04,477,404,34,28.7,27.0
2020-11-09T16:45:14,460,400,34,28.7,27.0
2020-11-09T16:45:24,496,403,34,28.7,27.0
2020-11-09T16:45:34,506,403,34,28.7,27.0
2020-11-09T16:45:44,477,401,34,28.7,27.0
2020-11-09T16:45:54,496,401,34,28.7,27.0
2020-11-09T16:46:04,466,400,34,28.7,27.0
2020-11-09T16:46:14,500,401,34,28.7,27.0
2020-11-09T16:46:24,492,402,34,28.7,27.0
2020-11-09T16:46:34,462,401,34,28.6,27.0
2020-11-09T16:46:44,439,400,34,28.7,27.0
2020-11-09T16:46:54,428,403,34,28.7,27.0
2020-11-09T16:47:04,428,404,34,28.7,27.0
2020-11-09T16:47:14,434,404,34,28.7,27.0
2020-11-09T16:47:24,444,400,34,28.6,27.0
2020-11-09T16:47:34,466,400,34,28.7,27.0
2020-11-09T16:47:44,455,403,34,28.6,27.0
2020-11-09T16:47:54,477,401,34,28.6,27.0
2020-11-09T16:48:04,472,401,34,28.7,27.0
2020-11-09T16:48:14,444,401,34,28.6,27.0
2020-11-09T16:48:24,439,401,34,28.6,27.0
2020-11-09T16:48:34,424,402,34,28.6,27.0
2020-11-09T16:48:44,413,401,34,28.6,27.0
2020-11-09T16:48:54,422,401,34,28.6,27.0
2020-11-09T16:49:04,434,403,34,28.6,27.0
2020-11-09T16:49:14,417,404,34,28.6,27.0
2020-11-09T16:49:24,413,403,34,28.7,27.0
2020-11-09T16:49:34,452,401,34,28.7,27.0
2020-11-09T16:49:44,466,403,34,28.7,27.0
2020-11-09T16:49:54,462,401,34,28.7,27.0
2020-11-09T16:50:04,439,401,34,28.7,27.0
2020-11-09T16:50:14,439,402,34,28.7,27.0
2020-11-09T16:50:24,447,400,34,28.7,27.0
2020-11-09T16:50:34,472,404,35,28.7,27.0
2020-11-09T16:50:44,455,404,34,28.7,27.0
2020-11-09T16:50:54,487,403,34,28.7,27.0
2020-11-09T16:51:04,462,400,34,28.7,27.0
2020-11-09T16:51:14,462,403,34,28.7,27.0
2020-11-09T16:51:24,462,400,34,28.7,27.0
2020-11-09T16:51:34,447,402,34,28.7,27.0
2020-11-09T16:51:44,439,404,34,28.7,27.0
2020-11-09T16:51:54,462,402,35,28.7,27.0
2020-11-09T16:52:04,455,401,34,28.7,27.0
2020-11-09T16:52:14,477,404,35,28.7,27.0
2020-11-09T16:52:24,482,404,35,28.7,27.0
2020-11-09T16:52:34,506,400,35,28.7,27.0
2020-11-09T16:52:44,523,403,35,28.7,27.0
2020-11-09T16:52:54,492,402,35,28.7,27.0
2020-11-09T16:53:04,482,402,34,28.7,27.0
2020-11-09T16:53:14,487,400,35,28.7,27.0
2020-11-09T16:53:24,455,403,34,28.7,27.0
2020-11-09T16:53:34,462,400,34,28.7,27.0
2020-11-09T16:53:44,455,404,34,28.7,27.0
2020-11-09T16:53:54,455,400,34,28.7,27.0
2020-11-09T16:54:04,455,404,34,28.7,27.0
2020-11-09T16:54:14,447,402,34,28.7,27.0
2020-11-09T16:54:24,447,402,34,28.7,27.0
2020-11-09T16:54:34,447,402,34,28.7,27.0
2020-11-09T16:54:44,466,403,35,28.7,27.0
2020-11-09T16:54:54,487,404,35,28.7,27.0
2020-11-09T16:55:04,472,404,35,28.7,27.0
2020-11-09T16:55:14,482,402,35,28.7,27.0
2020-11-09T16:55:24,477,403,35,28.7,27.0
2020-11-09T16:55:34,506,404,35,28.7,27.0
2020-11-09T16:55:44,497,404,35,28.7,27.0
2020-11-09T16:55:54,482,403,34,28.7,27.0
2020-11-09T16:56:04,526,402,35,28.7,27.0
2020-11-09T16:56:14,548,404,35,28.7,27.0
2020-11-09T16:56:24,574,400,35,28.7,27.0
2020-11-09T16:56:34,565,404,35,28.7,27.0
2020-11-09T16:56:44,539,401,35,28.7,27.0
2020-11-09T16:56:54,534,401,35,28.6,27.0
2020-11-09T16:57:04,534,402,35,28.7,27.0
2020-11-09T16:57:14,506,401,35,28.6,27.0
2020-11-09T16:57:24,502,404,35,28.6,27.0
2020-11-09T16:57:34,517,404,35,28.6,27.0
2020-11-09T16:57:44,517,401,35,28.6,27.0
2020-11-09T16:57:54,483,401,35,28.6,27.0
2020-11-09T16:58:04,492,402,35,28.6,27.0
2020-11-09T16:58:14,498,401,35,28.6,27.0
2020-11-09T16:58:24,498,404,35,28.6,27.0
2020-11-09T16:58:34,526,401,35,28.6,27.0
2020-11-09T16:58:44,517,404,35,28.7,27.0
2020-11-09T16:58:54,517,402,35,28.7,27.0
2020-11-09T16:59:04,503,402,35,28.7,27.0
2020-11-09T16:59:14,526,403,35,28.7,27.0
2020-11-09T16:59:24,577,401,35,28.7,27.0
2020-11-09T16:59:34,565,401,35,28.7,27.0
2020-11-09T16:59:44,556,400,35,28.7,27.0
2020-11-09T16:59:54,526,400,35,28.7,27.0
2020-11-09T17:00:04,517,403,35,28.7,27.0
2020-11-09T17:00:14,534,400,35,28.7,27.0
2020-11-09T17:00:24,548,400,35,28.7,27.0
2020-11-09T17:00:34,539,403,35,28.7,27.0
2020-11-09T17:00:44,543,403,35,28.7,27.0
2020-11-09T17:00:54,537,404,35,28.7,27.0
2020-11-09T17:01:04,537,401,35,28.7,27.0
2020-11-09T17:01:14,526,404,35,28.7,27.0
2020-11-09T17:01:24,502,400,35,28.7,27.0
2020-11-09T17:01:34,487,404,35,28.7,27.0
2020-11-09T17:01:44,482,404,34,28.7,27.0
2020-11-09T17:01:54,482,401,35,28.7,27.0
2020-11-09T17:02:04,497,403,35,28.7,27.0
2020-11-09T17:02:14,497,401,35,28.7,27.0
2020-11-09T17:02:24,534,401,35,28.7,27.0
2020-11-09T17:02:34,514,403,35,28.7,27.0
2020-11-09T17:02:44,523,400,35,28.7,27.0
2020-11-09T17:02:54,497,404,35,28.7,27.0
2020-11-09T17:03:04,543,403,35,28.6,27.0
2020-11-09T17:03:14,534,404,35,28.6,27.0
2020-11-09T17:03:24,539,402,35,28.6,27.0
2020-11-09T17:03:34,577,401,35,28.6,27.0
2020-11-09T17:03:44,556,400,35,28.6,27.0
2020-11-09T17:03:54,565,404,35,28.6,27.0
2020-11-09T17:04:04,556,401,35,28.6,27.0
2020-11-09T17:04:14,539,404,35,28.6,27.0
2020-11-09T17:04:24,529,401,35,28.6,27.0
2020-11-09T17:04:34,534,404,35,28.6,27.0
2020-11-09T17:04:44,517,401,35,28.6,27.0
2020-11-09T17:04:54,526,402,35,28.6,27.0
2020-11-09T17:05:04,537,404,35,28.6,27.0
2020-11-09T17:05:14,565,403,35,28.6,27.0
2020-11-09T17:05:24,565,400,35,28.6,27.0
2020-11-09T17:05:34,572,403,35,28.6,27.0
2020-11-09T17:05:44,572,402,35,28.6,27.0
2020-11-09T17:05:54,552,402,35,28.6,27.0
2020-11-09T17:06:04,564,404,35,28.6,27.0
2020-11-09T17:06:14,555,404,35,28.6,27.0
2020-11-09T17:06:24,555,400,35,28.6,27.0
2020-11-09T17:06:34,574,401,35,28.7,27.0
2020-11-09T17:06:44,552,401,35,28.7,27.0
2020-11-09T17:06:54,529,404,35,28.7,27.0
2020-11-09T17:07:04,548,401,35,28.7,27.0
2020-11-09T17:07:14,537,404,35,28.7,27.0
2020-11-09T17:07:24,523,404,35,28.7,27.0
2020-11-09T17:07:34,526,401,35,28.7,27.0
2020-11-09T17:07:44,543,401,35,28.7,27.0
2020-11-09T17:07:54,548,402,35,28.7,27.0
2020-11-09T17:08:04,534,402,35,28.7,27.0
2020-11-09T17:08:14,523,403,35,28.7,27.0
2020-11-09T17:08:24,506,400,35,28.7,27.0
2020-11-09T17:08:34,502,400,35,28.7,27.0
2020-11-09T17:08:44,497,402,35,28.7,27.0
2020-11-09T17:08:54,497,402,35,28.7,27.0
2020-11-09T17:09:04,497,401,35,28.7,27.0
2020-11-09T17:09:14,526,402,35,28.7,27.0
2020-11-09T17:09:24,497,404,35,28.6,27.0
2020-11-09T17:09:34,526,403,35,28.6,27.0
2020-11-09T17:09:44,526,403,35,28.6,27.0
2020-11-09T17:09:54,548,401,35,28.6,27.0
2020-11-09T17:10:04,517,401,35,28.6,27.0
2020-11-09T17:10:14,537,403,35,28.6,27.0
2020-11-09T17:10:24,537,404,35,28.6,27.0
2020-11-09T17:10:34,537,402,35,28.6,27.0
2020-11-09T17:10:44,534,402,35,28.6,27.0
2020-11-09T17:10:54,548,401,35,28.7,27.0
2020-11-09T17:11:04,555,403,35,28.6,27.0
2020-11-09T17:11:14,537,404,35,28.7,27.0
2020-11-09T17:11:24,534,402,35,28.6,27.0
2020-11-09T17:11:34,526,404,35,28.6,27.0
2020-11-09T17:11:44,534,403,35,28.6,27.0
2020-11-09T17:11:54,526,403,35,28.7,27.0
2020-11-09T17:12:04,523,402,35,28.7,27.0
2020-11-09T17:12:14,506,400,35,28.7,27.0
2020-11-09T17:12:24,517,402,35,28.7,27.0
2020-11-09T17:12:34,506,401,35,28.7,27.0
